lam,seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file
0.15,45,3,0.15,Y,0.1,-0.315121590159167,0.300030462369598,0.43510906096536,0.000007689007,0.00003136971,0.999971,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.6,warm_start_weights/seed45_step03_lam0.1500_xi0_xf0.25.pt
0.15,99,3,0.15,Y,0.1,-0.31513049741257,0.299997521397101,0.435092798427989,0.000008425947,0.00002862919,0.999962,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,115.1,warm_start_weights/seed99_step03_lam0.1500_xi0_xf0.25.pt
0.2,42,4,0.2,Y,0.15,-0.315937987389871,0.299446349972558,0.435298665731759,0.00001027812,0.00006124146,0.999945,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.1,warm_start_weights/seed42_step04_lam0.2000_xi0_xf0.25.pt
0.2,45,4,0.2,Y,0.15,-0.31564200568441,0.299645710619873,0.435221124998966,0.000009906395,0.00005281097,0.999951,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.2,warm_start_weights/seed45_step04_lam0.2000_xi0_xf0.25.pt
0.2,99,4,0.2,Y,0.15,-0.315731933982178,0.299575813725831,0.435238236263337,0.00001074908,0.00004610314,0.999938,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.3,warm_start_weights/seed99_step04_lam0.2000_xi0_xf0.25.pt
0.3,42,5,0.3,Y,0.2,-0.32175065776859,0.296135097175732,0.437286498252348,0.00001468223,0.0001273377,0.999889,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.8,warm_start_weights/seed42_step05_lam0.3000_xi0_xf0.25.pt
0.3,45,5,0.3,Y,0.2,-0.316781665052553,0.298842330505645,0.435496684046518,0.00001425063,0.0001112956,0.9999,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,112.6,warm_start_weights/seed45_step05_lam0.3000_xi0_xf0.25.pt
0.3,99,5,0.3,Y,0.2,-0.319092518590516,0.297678369247053,0.436385663075706,0.00001527007,0.00009020568,0.999877,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.4,warm_start_weights/seed99_step05_lam0.3000_xi0_xf0.25.pt
0.4,42,6,0.4,Y,0.3,-0.321386900571418,0.296811824014353,0.437477769416492,0.00001881849,0.0002112229,0.999817,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.9,warm_start_weights/seed42_step06_lam0.4000_xi0_xf0.25.pt
0.4,45,6,0.4,Y,0.3,-0.317990045259548,0.298003817388566,0.435802643477902,0.00001853281,0.0001874345,0.999832,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.8,warm_start_weights/seed45_step06_lam0.4000_xi0_xf0.25.pt
0.4,99,6,0.4,Y,0.3,-0.319648848854453,0.297467020294972,0.436648617010458,0.00001953029,0.0001464717,0.999799,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.2,warm_start_weights/seed99_step06_lam0.4000_xi0_xf0.25.pt
0.5,42,7,0.5,Y,0.4,-0.320144373069398,0.297043291836091,0.436723181011518,0.00002289953,0.0003123026,0.999728,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.4,warm_start_weights/seed42_step07_lam0.5000_xi0_xf0.25.pt
0.5,45,7,0.5,Y,0.4,-0.318671122474789,0.297294210205386,0.435815478982776,0.00002277767,0.0002816566,0.999747,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,112.7,warm_start_weights/seed45_step07_lam0.5000_xi0_xf0.25.pt
0.5,99,7,0.5,Y,0.4,-0.319039716496352,0.297176570198046,0.436004879074474,0.00002382143,0.0002176022,0.9997,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.2,warm_start_weights/seed99_step07_lam0.5000_xi0_xf0.25.pt
0.6,42,8,0.6,Y,0.5,-0.319745631347157,0.29645208298259,0.436028790643816,0.00002709479,0.0004386155,0.999618,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.9,warm_start_weights/seed42_step08_lam0.6000_xi0_xf0.25.pt
0.6,45,8,0.6,Y,0.5,-0.319657608312763,0.296467419760714,0.435974675333111,0.00002707196,0.0004007053,0.999645,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.5,warm_start_weights/seed45_step08_lam0.6000_xi0_xf0.25.pt
0.6,99,8,0.6,Y,0.5,-0.319718712465384,0.29642032779219,0.435987460632702,0.00002826144,0.0003021015,0.999576,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.3,warm_start_weights/seed99_step08_lam0.6000_xi0_xf0.25.pt
0.8,42,9,0.8,Y,0.6,-0.321675400474566,0.2947438552697,0.436290045141668,0.00003571344,0.0007688412,0.999336,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,112.4,warm_start_weights/seed42_step09_lam0.8000_xi0_xf0.25.pt
0.8,45,9,0.8,Y,0.6,-0.321604660945611,0.2947584066814,0.436247723491251,0.0000356129,0.0006984671,0.999386,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.7,warm_start_weights/seed45_step09_lam0.8000_xi0_xf0.25.pt
0.8,99,9,0.8,Y,0.6,-0.32166048545026,0.29470607570528,0.436253526011771,0.00003730104,0.0005190768,0.999254,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.7,warm_start_weights/seed99_step09_lam0.8000_xi0_xf0.25.pt
1,42,10,1,Y,0.8,-0.323584376873869,0.292972735293091,0.436508731392587,0.00004405359,0.001183059,0.99899,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,114.8,warm_start_weights/seed42_step10_lam1.0000_xi0_xf0.25.pt
1,45,10,1,Y,0.8,-0.323484751116821,0.292982476900731,0.436441423304433,0.00004392595,0.001071749,0.999057,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,113.2,warm_start_weights/seed45_step10_lam1.0000_xi0_xf0.25.pt
1,99,10,1,Y,0.8,-0.323548422896211,0.292922332973199,0.436448250211966,0.00004601752,0.0007871022,0.998857,0.313629728880134,-0.301289476406624,6000,16,1,1,1,0.01,16,0,0.25,115.2,warm_start_weights/seed99_step10_lam1.0000_xi0_xf0.25.pt
