lam,x_i,x_f,K_ml_re,K_ml_im,abs_K_ml,std_err,final_loss,ess_n,K_basis_re,K_basis_im,abs_K_basis,K_basis_unc,rel_diff_ml_basis,K_mehler_re,K_mehler_im,N,T,m,omega,eps,rank,epochs,time_s
1,0,0,3.8875603774941736e-01,-1.8253668829335357e-01,4.2947747258701630e-01,1.370807e-05,1.005259e-04,0.999907,-7.5384195005925525e-01,-5.7093562990802893e-01,9.4564537706669860e-01,1.050461e-01,1.276173e+00,4.1836667621661972e-01,-4.1836667621661966e-01,16,1.0,1.0,2.0,0.01,8,15000,791.9
