lam,x_i,x_f,seed,best,K_ml_re,K_ml_im,abs_K_ml,std_err,final_loss,ess_n,K_basis_re,K_basis_im,abs_K_basis,K_basis_unc,rel_diff_ml_basis,K_mehler_re,K_mehler_im,N,T,m,omega,eps,rank,epochs,time_s
1,0,0,42,Y,3.96E-01,-1.65E-01,4.29E-01,1.12E-05,4.46E-05,0.999943,-7.54E-01,-5.71E-01,9.46E-01,1.05E-01,1.29E+00,4.18E-01,-4.18E-01,8,1,1,2,0.01,8,15000,366.5
,,,,,,,,,,,,,,,,,,,,,,,,,6.108333333
