seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file,xf_from_filename,source_csv
42,1,0.1,Y,0,-4.1005391898306287e-01,-1.3294191386601054e-01,4.3106585220326377e-01,1.225080e-05,6.222905e-05,0.999934,3.6675359306684424e-01,-2.3373223441229379e-01,9000,16,1,1.0,1,0.01,16,0,4.5,168.2,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf4.5.pt,4.5,warm_start_scan_xi0_xf4.5.csv
45,0,0,N,,4.0590118791831781e-01,-1.0630408895660973e-01,4.1959067396975869e-01,4.781909e-09,1.619674e-11,1.000000,3.6675359306684424e-01,-2.3373223441229379e-01,15000,16,1,1.0,1,0.01,16,0,4.5,280.2,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf4.5.pt,4.5,warm_start_scan_xi0_xf4.5.csv
45,1,0.1,Y,0,-3.8773713322652326e-01,-1.2712144594745978e-01,4.0804404970847891e-01,1.001860e-05,5.076484e-05,0.999942,3.6675359306684424e-01,-2.3373223441229379e-01,9000,16,1,1.0,1,0.01,16,0,4.5,165.6,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf4.5.pt,4.5,warm_start_scan_xi0_xf4.5.csv
42,0,0,N,,3.6206247541100184e-01,2.0829053755808000e-01,4.1770107030863141e-01,5.140863e-08,1.546521e-09,1.000000,4.2825683585732899e-01,7.5730033489181947e-02,15000,16,1,1.0,1,0.01,16,0,4.75,280.6,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf4.75.pt,4.75,warm_start_scan_xi0_xf4.75.csv
42,1,0.1,Y,0,-3.9901995563418280e-01,-1.7563498331851943e-01,4.3596395763824536e-01,1.007762e-05,4.656490e-05,0.999949,4.2825683585732899e-01,7.5730033489181947e-02,9000,16,1,1.0,1,0.01,16,0,4.75,165.1,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf4.75.pt,4.75,warm_start_scan_xi0_xf4.75.csv
45,0,0,N,,3.6141082442094735e-01,2.0824778057396851e-01,4.1711499867855695e-01,6.243988e-08,1.776646e-09,1.000000,4.2825683585732899e-01,7.5730033489181947e-02,15000,16,1,1.0,1,0.01,16,0,4.75,281.1,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf4.75.pt,4.75,warm_start_scan_xi0_xf4.75.csv
45,1,0.1,Y,0,-4.5140746138656362e-01,-1.2973942544061315e-01,4.6968182284299903e-01,1.125283e-05,4.833229e-05,0.999949,4.2825683585732899e-01,7.5730033489181947e-02,9000,16,1,1.0,1,0.01,16,0,4.75,168.3,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf4.75.pt,4.75,warm_start_scan_xi0_xf4.75.csv
42,0,0,N,,9.4430692812414715e-02,4.0476327062830908e-01,4.1563260338279334e-01,4.027564e-08,8.106475e-10,1.000000,2.5028795366583595e-01,3.5566120913106652e-01,15000,16,1,1.0,1,0.01,16,0,5,280.2,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf5.0.pt,5.0,warm_start_scan_xi0_xf5.0.csv
42,1,0.1,Y,0,2.8048606616165603e-03,2.7858709828262208e-03,3.9532670620686912e-03,1.684410e-07,1.279036e-04,0.999863,2.5028795366583595e-01,3.5566120913106652e-01,9000,16,1,1.0,1,0.01,16,0,5,168.1,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf5.0.pt,5.0,warm_start_scan_xi0_xf5.0.csv
45,0,0,N,,-9.4607383379459606e-02,-4.0492907581733467e-01,4.1583423792683161e-01,6.276046e-08,2.256248e-09,1.000000,2.5028795366583595e-01,3.5566120913106652e-01,15000,16,1,1.0,1,0.01,16,0,5,281.0,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf5.0.pt,5.0,warm_start_scan_xi0_xf5.0.csv
45,1,0.1,Y,0,-3.4684437675676061e-03,7.6569794446488431e-04,3.5519565750352748e-03,1.976563e-07,2.905945e-04,0.999741,2.5028795366583595e-01,3.5566120913106652e-01,9000,16,1,1.0,1,0.01,16,0,5,168.6,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf5.0.pt,5.0,warm_start_scan_xi0_xf5.0.csv
42,0,0,N,,2.4525569032355085e-01,-3.3399413325660876e-01,4.1436992492930130e-01,4.399974e-08,1.284104e-09,1.000000,-9.0429339268449260e-02,4.2539568642650288e-01,15000,16,1,1.0,1,0.01,16,0,5.25,277.3,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf5.25.pt,5.25,warm_start_scan_xi0_xf5.25.csv
42,1,0.1,Y,0,1.0558655615435922e-01,-6.7904752161116577e-02,1.2553715070289082e-01,6.258722e-06,1.914129e-04,0.999807,-9.0429339268449260e-02,4.2539568642650288e-01,9000,16,1,1.0,1,0.01,16,0,5.25,166.8,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf5.25.pt,5.25,warm_start_scan_xi0_xf5.25.csv
45,0,0,N,,-2.4462616734369250e-01,3.3372298620991497e-01,4.1377891835390473e-01,8.510289e-08,4.312914e-09,1.000000,-9.0429339268449260e-02,4.2539568642650288e-01,15000,16,1,1.0,1,0.01,16,0,5.25,280.6,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf5.25.pt,5.25,warm_start_scan_xi0_xf5.25.csv
45,1,0.1,Y,0,4.3209629606841347e+00,3.3124088177659163e+00,5.4445177090002748e+00,3.219376e-04,2.164488e-04,0.999761,-9.0429339268449260e-02,4.2539568642650288e-01,9000,16,1,1.0,1,0.01,16,0,5.25,168.3,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf5.25.pt,5.25,warm_start_scan_xi0_xf5.25.csv
42,0,0,N,,-4.1179479696199534e-01,1.3810616244578447e-02,4.1202631945790302e-01,3.979357e-08,1.440772e-09,1.000000,-3.8196867215320163e-01,2.0793962807585242e-01,15000,16,1,1.0,1,0.01,16,0,5.5,277.3,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf5.5.pt,5.5,warm_start_scan_xi0_xf5.5.csv
42,1,0.1,Y,0,-1.3036066145645662e-03,1.1830349252258973e-03,1.7603868438047174e-03,7.532023e-08,1.454317e-04,0.999708,-3.8196867215320163e-01,2.0793962807585242e-01,9000,16,1,1.0,1,0.01,16,0,5.5,166.7,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf5.5.pt,5.5,warm_start_scan_xi0_xf5.5.csv
45,0,0,N,,4.1212477552631777e-01,-1.3688227568798936e-02,4.1235203185699598e-01,1.155011e-08,6.561780e-11,1.000000,-3.8196867215320163e-01,2.0793962807585242e-01,15000,16,1,1.0,1,0.01,16,0,5.5,280.7,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf5.5.pt,5.5,warm_start_scan_xi0_xf5.5.csv
45,1,0.1,Y,0,-3.0218037964565420e-01,1.2088586323790053e-01,3.2546332170240644e-01,2.033671e-05,4.068225e-04,0.999482,-3.8196867215320163e-01,2.0793962807585242e-01,9000,16,1,1.0,1,0.01,16,0,5.5,165.4,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf5.5.pt,5.5,warm_start_scan_xi0_xf5.5.csv
42,0,0,N,,-2.5035062821510756e-01,-3.2472669950947908e-01,4.1002788493225500e-01,1.442221e-07,8.872155e-09,1.000000,-3.9981839191952995e-01,-1.7112629521404665e-01,15000,16,1,1.0,1,0.01,16,0,5.75,279.0,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf5.75.pt,5.75,warm_start_scan_xi0_xf5.75.csv
42,1,0.1,Y,0,-7.4476196483924091e-03,-1.0614159280085647e-02,1.2966395630634942e-02,6.967839e-07,1.568725e-04,0.999770,-3.9981839191952995e-01,-1.7112629521404665e-01,9000,16,1,1.0,1,0.01,16,0,5.75,166.5,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf5.75.pt,5.75,warm_start_scan_xi0_xf5.75.csv
45,0,0,N,,-2.5127207599732443e-01,-3.2484786708153673e-01,4.1068697681254629e-01,8.777985e-08,3.957785e-09,1.000000,-3.9981839191952995e-01,-1.7112629521404665e-01,15000,16,1,1.0,1,0.01,16,0,5.75,282.5,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf5.75.pt,5.75,warm_start_scan_xi0_xf5.75.csv
45,1,0.1,Y,0,-1.1237799164107647e-01,-2.2544715595996756e-01,2.5190322176526403e-01,1.190470e-05,2.957200e-04,0.999765,-3.9981839191952995e-01,-1.7112629521404665e-01,9000,16,1,1.0,1,0.01,16,0,5.75,165.3,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf5.75.pt,5.75,warm_start_scan_xi0_xf5.75.csv
42,0,0,N,,1.3128992937890419e-01,-3.8604877265808274e-01,4.0776304445980599e-01,6.400374e-08,2.413197e-09,1.000000,-9.6310638158220802e-02,-4.2410283706709639e-01,15000,16,1,1.0,1,0.01,16,0,6,280.1,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf6.0.pt,6.0,warm_start_scan_xi0_xf6.0.csv
42,1,0.1,Y,0,2.3876366041685264e+00,2.0128601059267651e-01,2.3961061353007147e+00,1.368147e-04,2.827157e-04,0.999697,-9.6310638158220802e-02,-4.2410283706709639e-01,9000,16,1,1.0,1,0.01,16,0,6,167.5,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf6.0.pt,6.0,warm_start_scan_xi0_xf6.0.csv
45,0,0,N,,1.3094677869113805e-01,-3.8581156794498345e-01,4.0742806090124972e-01,1.402405e-07,1.204100e-08,1.000000,-9.6310638158220802e-02,-4.2410283706709639e-01,15000,16,1,1.0,1,0.01,16,0,6,274.7,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf6.0.pt,6.0,warm_start_scan_xi0_xf6.0.csv
45,1,0.1,Y,0,-3.5215934736025165e+00,1.4146923438578334e+00,3.7951251654049316e+00,2.102501e-04,2.660725e-04,0.999693,-9.6310638158220802e-02,-4.2410283706709639e-01,9000,16,1,1.0,1,0.01,16,0,6,166.0,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf6.0.pt,6.0,warm_start_scan_xi0_xf6.0.csv
42,0,0,N,,3.9691423139572907e-01,-8.5494731894137407e-02,4.0601755659837274e-01,1.042752e-07,6.655503e-09,1.000000,2.9958083084489251e-01,-3.1526224198449104e-01,15000,16,1,1.0,1,0.01,16,0,6.25,278.6,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf6.25.pt,6.25,warm_start_scan_xi0_xf6.25.csv
42,1,0.1,Y,0,-5.3205390959825315e-02,1.2409362264138309e+01,1.2409476323207480e+01,9.060287e-04,2.185503e-04,0.999707,2.9958083084489251e-01,-3.1526224198449104e-01,9000,16,1,1.0,1,0.01,16,0,6.25,165.9,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf6.25.pt,6.25,warm_start_scan_xi0_xf6.25.csv
45,0,0,N,,-3.9761149315177519e-01,8.4046365059505662e-02,4.0639720836405835e-01,5.953527e-08,1.824713e-09,1.000000,2.9958083084489251e-01,-3.1526224198449104e-01,15000,16,1,1.0,1,0.01,16,0,6.25,276.9,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf6.25.pt,6.25,warm_start_scan_xi0_xf6.25.csv
45,1,0.1,Y,0,-5.4851865780879487e+00,3.8967169835580506e+01,3.9351335387651226e+01,2.359409e-03,2.484907e-04,0.999588,2.9958083084489251e-01,-3.1526224198449104e-01,9000,16,1,1.0,1,0.01,16,0,6.25,167.0,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf6.25.pt,6.25,warm_start_scan_xi0_xf6.25.csv
42,0,0,N,,2.6262457845354559e-01,3.0488648357753112e-01,4.0240208383676973e-01,2.211468e-07,2.548952e-08,1.000000,4.2512444070403888e-01,9.1696048698305360e-02,15000,16,1,1.0,1,0.01,16,0,6.5,277.3,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf6.5.pt,6.5,warm_start_scan_xi0_xf6.5.csv
42,1,0.1,Y,0,8.7646323569367031e+00,9.6802020964455107e+00,1.3058525681725708e+01,1.313633e-03,2.524478e-04,0.999725,4.2512444070403888e-01,9.1696048698305360e-02,9000,16,1,1.0,1,0.01,16,0,6.5,165.4,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf6.5.pt,6.5,warm_start_scan_xi0_xf6.5.csv
45,0,0,N,,2.6275871765932501e-01,3.0606096195685500e-01,4.0338003934246464e-01,1.076123e-07,6.009707e-09,1.000000,4.2512444070403888e-01,9.1696048698305360e-02,15000,16,1,1.0,1,0.01,16,0,6.5,279.5,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf6.5.pt,6.5,warm_start_scan_xi0_xf6.5.csv
45,1,0.1,Y,0,1.5608935498198292e+01,1.2867016004979543e+01,2.0228666991656038e+01,2.100857e-02,1.653611e-01,0.905145,4.2512444070403888e-01,9.1696048698305360e-02,9000,16,1,1.0,1,0.01,16,0,6.5,167.1,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf6.5.pt,6.5,warm_start_scan_xi0_xf6.5.csv
42,0,0,N,,1.5792647981383343e-01,-3.6809018245183317e-01,4.0053858171693396e-01,1.203417e-07,8.119000e-09,1.000000,1.2639842613082056e-01,4.1612785691714438e-01,15000,16,1,1.0,1,0.01,16,0,6.75,279.0,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf6.75.pt,6.75,warm_start_scan_xi0_xf6.75.csv
42,1,0.1,Y,0,-5.5911479993349698e+00,1.5766160223734552e+01,1.6728202059723483e+01,4.596848e-03,2.517949e-03,0.998487,1.2639842613082056e-01,4.1612785691714438e-01,9000,16,1,1.0,1,0.01,16,0,6.75,166.9,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf6.75.pt,6.75,warm_start_scan_xi0_xf6.75.csv
45,0,0,N,,1.5745208916916612e-01,-3.6865240389988591e-01,4.0086875069640893e-01,9.705638e-08,6.027052e-09,1.000000,1.2639842613082056e-01,4.1612785691714438e-01,15000,16,1,1.0,1,0.01,16,0,6.75,275.2,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf6.75.pt,6.75,warm_start_scan_xi0_xf6.75.csv
45,1,0.1,Y,0,-2.7780439410269011e+00,2.3382944972088268e-01,2.7878673479620666e+00,5.769808e-04,2.760805e-03,0.996413,1.2639842613082056e-01,4.1612785691714438e-01,9000,16,1,1.0,1,0.01,16,0,6.75,164.4,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf6.75.pt,6.75,warm_start_scan_xi0_xf6.75.csv
42,0,0,N,,-3.9881310035418138e-01,3.7824434674533650e-03,3.9883103677208825e-01,5.602358e-08,2.344225e-09,1.000000,-3.1460438747207414e-01,3.0027160174436224e-01,15000,16,1,1.0,1,0.01,16,0,7,277.3,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf7.0.pt,7.0,warm_start_scan_xi0_xf7.0.csv
42,1,0.1,Y,0,-1.9958198418018891e-01,-5.0489649158847905e-01,5.4291199620901387e-01,6.451608e-04,1.199158e-01,0.874413,-3.1460438747207414e-01,3.0027160174436224e-01,9000,16,1,1.0,1,0.01,16,0,7,166.3,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf7.0.pt,7.0,warm_start_scan_xi0_xf7.0.csv
45,0,0,N,,3.9858539228420536e-01,-4.1284890033375689e-03,3.9860677285239970e-01,9.990347e-08,5.790100e-09,1.000000,-3.1460438747207414e-01,3.0027160174436224e-01,15000,16,1,1.0,1,0.01,16,0,7,275.4,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf7.0.pt,7.0,warm_start_scan_xi0_xf7.0.csv
45,1,0.1,Y,0,-1.5944569909358389e-01,-1.3886503167277981e+01,1.3887418519861091e+01,1.091891e-03,1.436473e-03,0.999561,-3.1460438747207414e-01,3.0027160174436224e-01,9000,16,1,1.0,1,0.01,16,0,7,166.6,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf7.0.pt,7.0,warm_start_scan_xi0_xf7.0.csv
42,0,0,N,,-1.4785779095984500e-01,-3.6765420373400076e-01,3.9627205285107775e-01,1.400541e-07,1.060869e-08,1.000000,-4.0361295054312352e-01,-1.6197389167602907e-01,15000,16,1,1.0,1,0.01,16,0,7.25,277.9,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf7.25.pt,7.25,warm_start_scan_xi0_xf7.25.csv
42,1,0.1,Y,0,-9.1238737133440921e+01,1.8387359470041027e+01,9.3073101065698026e+01,5.883098e-03,1.488685e-04,0.999431,-4.0361295054312352e-01,-1.6197389167602907e-01,9000,16,1,1.0,1,0.01,16,0,7.25,167.3,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf7.25.pt,7.25,warm_start_scan_xi0_xf7.25.csv
45,0,0,N,,-1.4724424878179412e-01,-3.6770567116336828e-01,3.9609131447813645e-01,1.346641e-07,9.867872e-09,1.000000,-4.0361295054312352e-01,-1.6197389167602907e-01,15000,16,1,1.0,1,0.01,16,0,7.25,277.6,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf7.25.pt,7.25,warm_start_scan_xi0_xf7.25.csv
45,1,0.1,Y,0,-1.2541835114344303e+04,-1.7172648798914583e+04,2.1264935805364243e+04,1.632246e+00,6.736582e-04,0.999593,-4.0361295054312352e-01,-1.6197389167602907e-01,9000,16,1,1.0,1,0.01,16,0,7.25,165.8,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf7.25.pt,7.25,warm_start_scan_xi0_xf7.25.csv
42,0,0,N,,-2.9741989399051116e-01,2.5759449084760916e-01,3.9346348630637368e-01,1.427242e-07,1.135989e-08,1.000000,-2.3062413813719762e-03,-4.3489497201220290e-01,15000,16,1,1.0,1,0.01,16,0,7.5,277.4,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf7.5.pt,7.5,warm_start_scan_xi0_xf7.5.csv
42,1,0.1,Y,0,7.0887640790236972e+00,-5.3132823190074170e+01,5.3603614396006357e+01,3.691701e-03,1.093265e-03,0.999620,-2.3062413813719762e-03,-4.3489497201220290e-01,9000,16,1,1.0,1,0.01,16,0,7.5,166.3,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf7.5.pt,7.5,warm_start_scan_xi0_xf7.5.csv
45,0,0,N,,2.9770032509657257e-01,-2.5781220581439618e-01,3.9381799988000749e-01,1.390605e-07,1.051252e-08,1.000000,-2.3062413813719762e-03,-4.3489497201220290e-01,15000,16,1,1.0,1,0.01,16,0,7.5,277.7,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf7.5.pt,7.5,warm_start_scan_xi0_xf7.5.csv
45,1,0.1,Y,0,1.2781190724584812e+03,-7.5242904052719484e+02,1.4831513154128286e+03,1.015594e-01,5.694372e-04,0.999474,-2.3062413813719762e-03,-4.3489497201220290e-01,9000,16,1,1.0,1,0.01,16,0,7.5,167.5,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf7.5.pt,7.5,warm_start_scan_xi0_xf7.5.csv
42,0,0,N,,-3.2876598778785893e-01,-2.1042432734444938e-01,3.9034020067691028e-01,3.823513e-07,1.123028e-07,1.000000,4.0821861560144801e-01,-1.4998839057487454e-01,15000,16,1,1.0,1,0.01,16,0,7.75,274.8,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf7.75.pt,7.75,warm_start_scan_xi0_xf7.75.csv
42,1,0.1,Y,0,-4.4806906676770858e-01,-4.4992946795558719e-01,6.3498221607292515e-01,2.230552e-04,7.072910e-03,0.992115,4.0821861560144801e-01,-1.4998839057487454e-01,9000,16,1,1.0,1,0.01,16,0,7.75,165.8,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf7.75.pt,7.75,warm_start_scan_xi0_xf7.75.csv
45,0,0,N,,-3.2944192711099013e-01,-2.1076203597229326e-01,3.9109157386191429e-01,1.353783e-07,2.162562e-08,1.000000,4.0821861560144801e-01,-1.4998839057487454e-01,15000,16,1,1.0,1,0.01,16,0,7.75,276.8,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf7.75.pt,7.75,warm_start_scan_xi0_xf7.75.csv
45,1,0.1,Y,0,3.2381787358260107e+02,-5.2153809288843047e+02,6.1388923885767747e+02,1.582991e-01,6.457280e-03,0.991981,4.0821861560144801e-01,-1.4998839057487454e-01,9000,16,1,1.0,1,0.01,16,0,7.75,169.1,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf7.75.pt,7.75,warm_start_scan_xi0_xf7.75.csv
42,0,0,N,,-1.2135158530037807e-01,3.6786671492711953e-01,3.8736562470898933e-01,2.925803e-07,6.150866e-08,1.000000,2.6622813818270369e-01,3.4389174731385325e-01,15000,16,1,1.0,1,0.01,16,0,8,275.8,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf8.0.pt,8.0,warm_start_scan_xi0_xf8.0.csv
42,1,0.1,Y,0,-4.2452326466193654e+03,5.5725935979448050e+03,7.0054121671589237e+03,4.409636e-01,2.373946e-04,0.999639,2.6622813818270369e-01,3.4389174731385325e-01,9000,16,1,1.0,1,0.01,16,0,8,166.9,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf8.0.pt,8.0,warm_start_scan_xi0_xf8.0.csv
45,0,0,N,,1.2351615430683739e-01,-3.6811807393135226e-01,3.8828746661420710e-01,1.064913e-07,5.879359e-09,1.000000,2.6622813818270369e-01,3.4389174731385325e-01,15000,16,1,1.0,1,0.01,16,0,8,278.3,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf8.0.pt,8.0,warm_start_scan_xi0_xf8.0.csv
45,1,0.1,Y,0,8.0334575563892020e+02,2.7521520865309649e+03,2.8670028794020791e+03,1.587290e-01,1.441087e-04,0.999386,2.6622813818270369e-01,3.4389174731385325e-01,9000,16,1,1.0,1,0.01,16,0,8,167.3,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf8.0.pt,8.0,warm_start_scan_xi0_xf8.0.csv
42,0,0,N,,-3.8302459262537591e-01,-4.5852336776647212e-02,3.8575934900364273e-01,1.517069e-07,1.757270e-08,1.000000,-2.6162305354856041e-01,3.4740802132756077e-01,15000,16,1,1.0,1,0.01,16,0,8.25,275.5,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf8.25.pt,8.25,warm_start_scan_xi0_xf8.25.csv
42,1,0.1,Y,0,-2.8464902123231627e+02,-3.2085226191381241e+02,4.2891868607432497e+02,1.996449e-02,1.517807e-04,0.999704,-2.6162305354856041e-01,3.4740802132756077e-01,9000,16,1,1.0,1,0.01,16,0,8.25,164.5,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf8.25.pt,8.25,warm_start_scan_xi0_xf8.25.csv
45,0,0,N,,3.8186464919108654e-01,4.6665055834734313e-02,3.8470539083549432e-01,2.351890e-07,3.870189e-08,1.000000,-2.6162305354856041e-01,3.4740802132756077e-01,15000,16,1,1.0,1,0.01,16,0,8.25,277.4,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf8.25.pt,8.25,warm_start_scan_xi0_xf8.25.csv
45,1,0.1,Y,0,-3.4707490971789395e+02,2.8128974790077491e+03,2.8342288581488679e+03,1.476785e-01,1.763676e-04,0.999695,-2.6162305354856041e-01,3.4740802132756077e-01,9000,16,1,1.0,1,0.01,16,0,8.25,164.1,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf8.25.pt,8.25,warm_start_scan_xi0_xf8.25.csv
42,0,0,N,,-2.1781049024648128e+04,8.5539638706847454e+03,2.3400521244517291e+04,2.957858e-01,1.130525e-05,0.999982,-3.9727183691364726e-01,-1.7695774361711419e-01,15000,16,1,1.0,1,0.01,16,0,8.5,274.0,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf8.5.pt,8.5,warm_start_scan_xi0_xf8.5.csv
42,1,0.1,Y,0,7.9039584230332021e+03,3.5091895274076646e+05,3.5100795425663691e+05,1.999448e+01,3.027712e-04,0.999721,-3.9727183691364726e-01,-1.7695774361711419e-01,9000,16,1,1.0,1,0.01,16,0,8.5,166.8,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf8.5.pt,8.5,warm_start_scan_xi0_xf8.5.csv
45,0,0,N,,1.8139496150489202e+04,2.5376901038015294e+04,3.1193403579712718e+04,1.413398e+00,9.797971e-06,0.999752,-3.9727183691364726e-01,-1.7695774361711419e-01,15000,16,1,1.0,1,0.01,16,0,8.5,278.7,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf8.5.pt,8.5,warm_start_scan_xi0_xf8.5.csv
45,1,0.1,Y,0,3.8248279373235009e+06,-3.5712875590703436e+06,5.2329153996315440e+06,2.402330e+02,2.369893e-04,0.999807,-3.9727183691364726e-01,-1.7695774361711419e-01,9000,16,1,1.0,1,0.01,16,0,8.5,165.6,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf8.5.pt,8.5,warm_start_scan_xi0_xf8.5.csv
42,0,0,N,,-3.7662467478891237e-01,6.2618667291466756e-02,3.8179476574884236e-01,3.882713e-07,9.943744e-08,1.000000,1.0031808037709841e-01,-4.2317282306435733e-01,15000,16,1,1.0,1,0.01,16,0,8.75,278.4,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf8.75.pt,8.75,warm_start_scan_xi0_xf8.75.csv
42,1,0.1,Y,0,1.4531534339244270e+03,8.9364403872799983e+01,1.4558986569146546e+03,7.051639e-02,3.129479e-04,0.999810,1.0031808037709841e-01,-4.2317282306435733e-01,9000,16,1,1.0,1,0.01,16,0,8.75,166.4,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf8.75.pt,8.75,warm_start_scan_xi0_xf8.75.csv
45,0,0,N,,3.7428143457091784e-01,-6.1487240669631502e-02,3.7929839576463997e-01,2.438763e-07,4.828491e-08,1.000000,1.0031808037709841e-01,-4.2317282306435733e-01,15000,16,1,1.0,1,0.01,16,0,8.75,278.9,warm_start_weights_vary_end_points/seed45_step00_lam0.0000_xi0_xf8.75.pt,8.75,warm_start_scan_xi0_xf8.75.csv
45,1,0.1,Y,0,-1.7253860708417000e+04,-1.9943199497311442e+04,2.6370948324529767e+04,1.510494e+00,3.612408e-04,0.999644,1.0031808037709841e-01,-4.2317282306435733e-01,9000,16,1,1.0,1,0.01,16,0,8.75,166.2,warm_start_weights_vary_end_points/seed45_step01_lam0.1000_xi0_xf8.75.pt,8.75,warm_start_scan_xi0_xf8.75.csv
42,0,0,N,,3.3700263354192810e+00,3.0888821202871886e-01,3.3841526899579764e+00,1.070572e-03,9.778108e-03,0.990106,4.3327088787003692e-01,3.7620382176604128e-02,15000,16,1,1.0,1,0.01,16,0,9,276.2,warm_start_weights_vary_end_points/seed42_step00_lam0.0000_xi0_xf9.0.pt,9.0,warm_start_scan_xi0_xf9.0.csv
42,1,0.1,Y,0,2.4777100841990142e+02,7.0327952038234298e+02,7.4564908395480063e+02,3.437954e-01,2.010079e-02,0.979863,4.3327088787003692e-01,3.7620382176604128e-02,9000,16,1,1.0,1,0.01,16,0,9,166.5,warm_start_weights_vary_end_points/seed42_step01_lam0.1000_xi0_xf9.0.pt,9.0,warm_start_scan_xi0_xf9.0.csv
