lam,seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file
1,45,11,1,Y,0.8,0.315276191915019,-0.298170928998761,0.433941217319144,0.00003563788,0.0006749578,0.999359,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,548.7,warm_start_weights/seed45_step11_lam1.0000_xi0_xf0.pt
1,99,11,1,Y,0.8,-0.315291398878338,0.298131538872761,0.433925201707967,0.00003729457,0.0005378171,0.999292,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,558.6,warm_start_weights/seed99_step11_lam1.0000_xi0_xf0.pt
1.5,42,12,1.5,Y,1,-0.318699003202489,0.293098925364287,0.432985028253819,0.00005084192,0.001658037,0.998653,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,557,warm_start_weights/seed42_step12_lam1.5000_xi0_xf0.pt
1.5,45,12,1.5,Y,1,0.318673821212129,-0.293095975423051,0.43296449639102,0.00005097412,0.001408767,0.998673,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,544.1,warm_start_weights/seed45_step12_lam1.5000_xi0_xf0.pt
1.5,99,12,1.5,Y,1,-0.318677753592787,0.293046855998321,0.432934141002353,0.00005294965,0.001131475,0.998547,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,549.3,warm_start_weights/seed99_step12_lam1.5000_xi0_xf0.pt
2,42,13,2,Y,1.5,-0.321659207002447,0.287936141976582,0.431708081121724,0.00006454124,0.002783218,0.997808,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,555.5,warm_start_weights/seed42_step13_lam2.0000_xi0_xf0.pt
2,45,13,2,Y,1.5,0.321627280921431,-0.287947061265995,0.431691577314911,0.00006464062,0.002308496,0.99784,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,561.8,warm_start_weights/seed45_step13_lam2.0000_xi0_xf0.pt
2,99,13,2,Y,1.5,-0.321626037174644,0.287890301017809,0.431652792425568,0.00006685835,0.001905801,0.997668,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,550.4,warm_start_weights/seed99_step13_lam2.0000_xi0_xf0.pt
3,42,14,3,Y,2,-0.326399158001689,0.277636770661412,0.428507394063987,0.00008784813,0.005550414,0.995854,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,551.6,warm_start_weights/seed42_step14_lam3.0000_xi0_xf0.pt
3,45,14,3,Y,2,0.326363101445637,-0.277650885060505,0.428489075660159,0.0000879292,0.004412679,0.995934,0.307521507728162,-0.307521507728162,6000,16,1,1,1,0.01,16,0,0,556.1,warm_start_weights/seed45_step14_lam3.0000_xi0_xf0.pt
