seed,ladder_step,lam,warm_start,source_lam,K_re,K_im,abs_K,std_err,final_loss,ess_n,K_mehler_re,K_mehler_im,epochs_used,N,T,m,omega,eps,rank,x_i,x_f,time_s,weight_file
42,0,0,N,,-4.18E-01,4.18E-01,5.91E-01,3.70E-09,8.02E-12,1,4.18E-01,-4.18E-01,15000,16,1,1,2,0.01,16,0,0,725.8,warm_start_weights\seed42_step00_lam0.0000.pt
,,,,,,,,,,,,,,,,,,,,,,,
